Query,Value
0,9.908196449279785
1,0.0064650001004338264
2,0.0017709999810904264
3,0.011566000059247017
4,0.013364000245928764
5,0.003077999921515584
6,0.001664999988861382
7,0.001636000000871718
8,0.001614999957382679
9,0.0015750000020489097
10,0.0016159999649971724
11,0.011495999991893768
12,0.0014720000326633453
13,0.0014140000566840172
14,0.002032000105828047
15,0.0014609999489039183
16,0.0014779999619349837
17,0.001803999999538064
18,0.0019829999655485153
19,0.0014440000522881746
20,0.0014039999805390835
21,0.0013859999598935246
22,0.0014179999707266688
23,0.0014390000142157078
24,0.0014049999881535769
25,0.0014039999805390835
26,0.0013920000055804849
27,0.001386999967508018
28,0.0014039999805390835
29,0.0013889999827370048
30,0.0013899999903514981
31,0.0015770000172778964
32,0.0014550000196322799
33,0.001436999998986721
34,0.0014120000414550304
35,0.001398000051267445
36,0.0014449999434873462
37,0.001408000010997057
38,0.0014120000414550304
39,0.0014009999576956034
40,0.0013920000055804849
41,0.0013830000534653664
42,0.06533599644899368
43,0.002372999908402562
44,0.0014359999913722277
45,0.001415999955497682
46,0.0014019999653100967
47,0.0014149999478831887
48,0.0014120000414550304
49,0.0014169999631121755
50,0.001474000047892332
51,0.0013859999598935246
52,0.001563000027090311
53,0.0013770000077784061
54,0.0014140000566840172
55,0.001411000033840537
56,0.0014459999511018395
57,0.001383999944664538
58,0.0013810000382363796
59,0.001386999967508018
60,0.0014750000555068254
61,0.0015660000499337912
62,0.0013810000382363796
63,0.0013899999903514981
64,0.0014260000316426158
65,0.001383999944664538
66,0.0013909999979659915
67,0.0014130000490695238
68,0.0022279999684542418
69,0.0022090000566095114
70,0.0015020000282675028
71,0.0013729999773204327
72,0.0013589999871328473
73,0.0013589999871328473
74,0.001415999955497682
75,0.0014100000262260437
76,0.0013670000480487943
77,0.0014900000533089042
78,0.001424000016413629
79,0.001383999944664538
80,0.0013589999871328473
81,0.0013920000055804849
82,0.0014130000490695238
83,0.0014380000066012144
84,0.0014120000414550304
85,0.0013790000230073929
86,0.0014039999805390835
87,0.0013589999871328473
88,0.001373999984934926
89,0.0013640000252053142
90,0.001366000040434301
91,0.0013830000534653664
92,0.0013879999751225114
93,0.0013670000480487943
94,0.00139999995008111
95,0.001420999993570149
96,0.001383999944664538
97,0.0013729999773204327
98,0.001986999996006489
99,0.0014049999881535769
100,0.0014860000228509307
101,0.0013879999751225114
102,0.0013909999979659915
103,0.0013770000077784061
104,0.0013899999903514981
105,0.0013909999979659915
106,0.0013899999903514981
107,0.0013810000382363796
108,0.0013960000360384583
109,0.0013909999979659915
110,0.0013930000131949782
111,0.0013719999697059393
112,0.0014130000490695238
113,0.0013630000175908208
114,0.0013680000556632876
115,0.0013749999925494194
116,0.0013790000230073929
117,0.001395000028423965
118,0.0013670000480487943
119,0.001361000002361834
120,0.0014039999805390835
121,0.0014059999957680702
122,0.0013620000099763274
123,0.0013749999925494194
124,0.0013879999751225114
125,0.0013520000502467155
126,0.0013930000131949782
127,0.004381999839097261
128,0.0015290000010281801
129,0.001408000010997057
130,0.0014420000370591879
131,0.0014260000316426158
132,0.0014570000348612666
133,0.0014220000011846423
134,0.0014430000446736813
135,0.0014169999631121755
136,0.0014459999511018395
137,0.0014410000294446945
138,0.001462999964132905
139,0.0013970000436529517
140,0.0014280000468716025
141,0.0014029999729245901
142,0.0014420000370591879
143,0.001395000028423965
144,0.0014530000044032931
145,0.0013879999751225114
146,0.0014479999663308263
147,0.0017460000235587358
